koi_period,pl_orbper,koi_prad,pl_rade,pl_orbeccen,st_mass,koi_steff,st_teff,koi_srad,st_rad,koi_kepmag,label
0.56669006,8.20075,1.52,2.42,0.079,0.866,6899.0,5274.0,1.386,0.841458,13.44,2.0
7.13969705,8.20075,2.24,2.42,0.079,0.866,6014.0,5274.0,0.993,0.841458,15.906,1.0
18.75470238,8.20075,1.67,2.42,0.079,0.866,3976.0,5274.0,0.54,0.841458,15.473,1.0
3.00363219,8.20075,1.43,2.42,0.079,0.866,6309.0,5274.0,1.32,0.841458,12.476,2.0
11.30123036,8.20075,1.85,2.42,0.079,0.866,5730.0,5274.0,1.122,0.841458,14.981,1.0
0.796722833,8.20075,1.44,2.42,0.079,0.866,5959.0,5274.0,1.334,0.841458,13.379,2.0
4.24153629,8.20075,1.44,2.42,0.079,0.866,5776.0,5274.0,1.047,0.841458,14.621,1.0
17.32419108,8.20075,3.14,2.42,0.079,0.866,5968.0,5274.0,1.857,0.841458,13.42,1.0
14.37457572,8.20075,1.94,2.42,0.079,0.866,5768.0,5274.0,1.067,0.841458,13.749,1.0
9.65188331,8.20075,1.08,2.42,0.079,0.866,5768.0,5274.0,1.067,0.841458,13.749,1.0
6.0990118,8.20075,3.16,2.42,0.079,0.866,5743.0,5274.0,1.971,0.841458,13.951,2.0
49.4781446,8.20075,1.88,2.42,0.079,0.866,5776.0,5274.0,0.849,0.841458,14.427,1.0
30.8639476,8.20075,3.01,2.42,0.079,0.866,5977.0,5274.0,1.571,0.841458,12.547,1.0
2.403640701,8.20075,1.24,2.42,0.079,0.866,5881.0,5274.0,1.171,0.841458,13.431,1.0
2.90060781,8.20075,1.58,2.42,0.079,0.866,6547.0,5274.0,1.371,0.841458,13.887,2.0
4.51436096,8.20075,1.84,2.42,0.079,0.866,5940.0,5274.0,1.215,0.841458,14.946,1.0
3.77359871,8.20075,1.29,2.42,0.079,0.866,6224.0,5274.0,0.969,0.841458,14.207,1.0
8.18182189,8.20075,1.77,2.42,0.079,0.866,6224.0,5274.0,0.969,0.841458,14.207,1.0
13.32389352,8.20075,1.26,2.42,0.079,0.866,3751.0,5274.0,0.45,0.841458,15.931,1.0
4.919584997,8.20075,2.86,2.42,0.079,0.866,6236.0,5274.0,1.378,0.841458,13.273,1.0
11.41911886,8.20075,3.32,2.42,0.079,0.866,6311.0,5274.0,1.172,0.841458,15.965,1.0
11.36113254,8.20075,2.6,2.42,0.079,0.866,6244.0,5274.0,1.009,0.841458,14.63,1.0
1.3866358,8.20075,0.72,2.42,0.079,0.866,5693.0,5274.0,0.856,0.841458,15.755,2.0
14.53410833,8.20075,1.36,2.42,0.079,0.866,3957.0,5274.0,0.553,0.841458,14.688,1.0
33.0063185,8.20075,3.13,2.42,0.079,0.866,5968.0,5274.0,1.857,0.841458,13.42,1.0
11.13127159,8.20075,2.06,2.42,0.079,0.866,5800.0,5274.0,1.435,0.841458,13.459,1.0
3.47143963,8.20075,1.19,2.42,0.079,0.866,6341.0,5274.0,1.111,0.841458,13.599,2.0
29.6193891,8.20075,1.74,2.42,0.079,0.866,5618.0,5274.0,0.996,0.841458,13.331,1.0
8.925079516,8.20075,2.36,2.42,0.079,0.866,4728.0,5274.0,0.693,0.841458,13.461,1.0
8.0922105,8.20075,1.44,2.42,0.079,0.866,5774.0,5274.0,1.395,0.841458,11.731,1.0
3.117087797,8.20075,88.51,2.42,0.079,0.866,6338.0,5274.0,2.046,0.841458,11.397,2.0
22.687155,8.20075,3.2,2.42,0.079,0.866,5657.0,5274.0,1.046,0.841458,13.709,1.0
0.937406378,8.20075,7.09,2.42,0.079,0.866,5480.0,5274.0,0.843,0.841458,14.546,2.0
0.668483615,8.20075,29.53,2.42,0.079,0.866,5546.0,5274.0,0.81,0.841458,15.905,2.0
4.429633087,8.20075,32.12,2.42,0.079,0.866,5344.0,5274.0,0.809,0.841458,15.91,2.0
1.544927524,8.20075,1.39,2.42,0.079,0.866,6309.0,5274.0,1.132,0.841458,13.643,2.0
4.48758768,8.20075,1.37,2.42,0.079,0.866,6060.0,5274.0,1.257,0.841458,13.446,1.0
0.323021692,8.20075,46.4,2.42,0.079,0.866,5458.0,5274.0,0.972,0.841458,11.234,2.0
4.70818628,8.20075,42.99,2.42,0.079,0.866,5868.0,5274.0,0.894,0.841458,13.279,2.0
14.405857436,8.20075,23.42,2.42,0.079,0.866,5945.0,5274.0,1.346,0.841458,14.808,2.0
7.702374154,8.20075,225.25,2.42,0.079,0.866,5598.0,5274.0,0.83,0.841458,15.144,2.0
16.56062577,8.20075,2.94,2.42,0.079,0.866,5818.0,5274.0,0.855,0.841458,15.198,1.0
15.74958583,8.20075,2.77,2.42,0.079,0.866,6191.0,5274.0,1.025,0.841458,15.3,1.0
37.8145252,8.20075,3.04,2.42,0.079,0.866,5988.0,5274.0,1.314,0.841458,13.601,1.0
12.64504291,8.20075,1.55,2.42,0.079,0.866,5607.0,5274.0,0.886,0.841458,14.447,1.0
21.5262958,8.20075,1.36,2.42,0.079,0.866,5607.0,5274.0,0.886,0.841458,14.447,1.0
33.8845825,8.20075,1.74,2.42,0.079,0.866,5607.0,5274.0,0.886,0.841458,14.447,1.0
6.40087137,8.20075,1.91,2.42,0.079,0.866,5426.0,5274.0,1.421,0.841458,12.988,1.0
30.1599411,8.20075,4.54,2.42,0.079,0.866,5010.0,5274.0,3.051,0.841458,11.584,1.0
51.0771048,8.20075,3.66,2.42,0.079,0.866,5010.0,5274.0,3.051,0.841458,11.584,1.0
4.2856756,8.20075,2.13,2.42,0.079,0.866,5055.0,5274.0,3.733,0.841458,12.203,2.0
7.388833611,8.20075,10.66,2.42,0.079,0.866,5845.0,5274.0,0.838,0.841458,13.209,2.0
2.698021895,8.20075,52.51,2.42,0.079,0.866,6568.0,5274.0,1.211,0.841458,13.717,2.0
117.93110803,8.20075,10.36,2.42,0.079,0.866,6392.0,5274.0,1.072,0.841458,15.128,1.0
4.887806806,8.20075,5.71,2.42,0.079,0.866,5284.0,5274.0,0.812,0.841458,15.399,2.0
11.973605044,8.20075,38.2,2.42,0.079,0.866,6146.0,5274.0,0.943,0.841458,15.175,2.0
1.231364189,8.20075,5.39,2.42,0.079,0.866,5897.0,5274.0,0.891,0.841458,14.97,2.0
2.102416517,8.20075,29.29,2.42,0.079,0.866,5999.0,5274.0,0.959,0.841458,15.642,2.0
11.703109303,8.20075,37.3,2.42,0.079,0.866,6014.0,5274.0,0.958,0.841458,15.003,2.0
13.73808249,8.20075,3.84,2.42,0.079,0.866,6375.0,5274.0,1.178,0.841458,13.805,2.0
16.66216657,8.20075,843.45,2.42,0.079,0.866,6440.0,5274.0,1.169,0.841458,13.344,2.0
0.752159702,8.20075,43.73,2.42,0.079,0.866,5916.0,5274.0,1.175,0.841458,11.884,2.0
4.81886153,8.20075,2.96,2.42,0.079,0.866,5030.0,5274.0,0.651,0.841458,15.932,2.0
125.86540191,8.20075,12.37,2.42,0.079,0.866,5933.0,5274.0,1.115,0.841458,13.956,1.0
34.5439452,8.20075,2.67,2.42,0.079,0.866,5933.0,5274.0,1.115,0.841458,13.956,1.0
10.74241765,8.20075,3.06,2.42,0.079,0.866,5761.0,5274.0,1.518,0.841458,13.438,1.0
4.02378908,8.20075,2.24,2.42,0.079,0.866,7516.0,5274.0,3.685,0.841458,10.083,2.0
0.312941621,8.20075,58.02,2.42,0.079,0.866,6286.0,5274.0,1.188,0.841458,13.397,2.0
2.495780169,8.20075,15.75,2.42,0.079,0.866,6039.0,5274.0,0.992,0.841458,14.152,1.0
8.428090255,8.20075,517.43,2.42,0.079,0.866,5761.0,5274.0,0.805,0.841458,15.977,2.0
8.344104633,8.20075,836.31,2.42,0.079,0.866,5447.0,5274.0,0.838,0.841458,15.734,2.0
1.714274727,8.20075,25.0,2.42,0.079,0.866,3874.0,5274.0,0.535,0.841458,15.686,0.0
137.75960504,8.20075,49.52,2.42,0.079,0.866,5323.0,5274.0,1.452,0.841458,15.324,2.0
2.155278342,8.20075,16.89,2.42,0.079,0.866,5665.0,5274.0,0.82,0.841458,13.997,2.0
3.661326482,8.20075,12.07,2.42,0.079,0.866,5319.0,5274.0,0.798,0.841458,14.349,2.0
4.75400072,8.20075,2.0,2.42,0.079,0.866,4728.0,5274.0,0.693,0.841458,13.461,1.0
165.739861,8.20075,57.54,2.42,0.079,0.866,5019.0,5274.0,6.836,0.841458,12.263,2.0
9.08937826,8.20075,5.35,2.42,0.079,0.866,6739.0,5274.0,1.275,0.841458,14.408,2.0
3.234699282,8.20075,13.06,2.42,0.079,0.866,5640.0,5274.0,1.291,0.841458,13.303,1.0
31.99552485,8.20075,4.12,2.42,0.079,0.866,5657.0,5274.0,1.046,0.841458,13.709,1.0
1.577800747,8.20075,31.24,2.42,0.079,0.866,6089.0,5274.0,0.802,0.841458,15.031,2.0
2.380862632,8.20075,21.65,2.42,0.079,0.866,5821.0,5274.0,1.129,0.841458,13.802,2.0
1.752567456,8.20075,26.56,2.42,0.079,0.866,5739.0,5274.0,0.996,0.841458,14.449,2.0
51.92920654,8.20075,8.49,2.42,0.079,0.866,5671.0,5274.0,1.442,0.841458,15.897,1.0
3.014330766,8.20075,2.87,2.42,0.079,0.866,5209.0,5274.0,0.953,0.841458,15.673,0.0
5.644914154,8.20075,2.66,2.42,0.079,0.866,4769.0,5274.0,0.714,0.841458,15.505,1.0
3.105507835,8.20075,2.68,2.42,0.079,0.866,4989.0,5274.0,0.791,0.841458,13.341,1.0
1.336109338,8.20075,35.19,2.42,0.079,0.866,6119.0,5274.0,0.967,0.841458,15.507,2.0
13.35151248,8.20075,4.44,2.42,0.079,0.866,4843.0,5274.0,0.754,0.841458,15.825,0.0
1693.6636225,8.20075,10.23,2.42,0.079,0.866,5923.0,5274.0,1.021,0.841458,15.305,0.0
5.841636615,8.20075,1.38,2.42,0.079,0.866,3526.0,5274.0,0.383,0.841458,15.921,1.0
19.85029495,8.20075,1.52,2.42,0.079,0.866,3526.0,5274.0,0.383,0.841458,15.921,1.0
15.27443889,8.20075,2.17,2.42,0.079,0.866,5761.0,5274.0,1.518,0.841458,13.438,1.0
22.34293693,8.20075,2.92,2.42,0.079,0.866,4260.0,5274.0,0.58,0.841458,15.719,2.0
119.40817159,8.20075,16.26,2.42,0.079,0.866,5316.0,5274.0,0.872,0.841458,14.427,2.0
1.171536413,8.20075,7.12,2.42,0.079,0.866,7021.0,5274.0,1.485,0.841458,15.634,2.0
0.973547911,8.20075,11.52,2.42,0.079,0.866,6084.0,5274.0,0.863,0.841458,15.46,2.0
3.053563251,8.20075,21.79,2.42,0.079,0.866,5764.0,5274.0,0.863,0.841458,14.598,2.0
1.031096352,8.20075,2.36,2.42,0.079,0.866,6371.0,5274.0,1.072,0.841458,15.131,2.0
11.00817635,8.20075,2.15,2.42,0.079,0.866,4141.0,5274.0,0.582,0.841458,15.847,1.0
92.7495777,8.20075,1.87,2.42,0.079,0.866,4141.0,5274.0,0.582,0.841458,15.847,1.0
52.5008645,8.20075,12.41,2.42,0.079,0.866,4976.0,5274.0,4.157,0.841458,12.183,1.0
0.63133171,8.20075,1.2,2.42,0.079,0.866,4441.0,5274.0,0.53,0.841458,14.285,1.0
12.69905011,8.20075,2.62,2.42,0.079,0.866,5291.0,5274.0,0.882,0.841458,15.824,1.0
8.74292005,8.20075,1.92,2.42,0.079,0.866,4769.0,5274.0,0.714,0.841458,15.505,1.0
3.64830183,8.20075,1.33,2.42,0.079,0.866,4769.0,5274.0,0.714,0.841458,15.505,1.0
2.345863002,8.20075,1.23,2.42,0.079,0.866,4769.0,5274.0,0.714,0.841458,15.505,1.0
37.1011418,8.20075,3.19,2.42,0.079,0.866,5986.0,5274.0,0.85,0.841458,15.229,1.0
104.8205868,8.20075,6.45,2.42,0.079,0.866,5986.0,5274.0,0.85,0.841458,15.229,0.0
10.8644095,8.20075,1.14,2.42,0.079,0.866,3526.0,5274.0,0.383,0.841458,15.921,1.0
124.4197175,8.20075,10.3,2.42,0.079,0.866,5066.0,5274.0,1.659,0.841458,15.74,1.0
1.219568047,8.20075,1.51,2.42,0.079,0.866,4838.0,5274.0,0.701,0.841458,15.127,1.0
2.05388477,8.20075,2.74,2.42,0.079,0.866,5632.0,5274.0,1.176,0.841458,15.269,1.0
38.86848956,8.20075,2.81,2.42,0.079,0.866,5618.0,5274.0,0.897,0.841458,14.232,1.0
35.7353616,8.20075,5.47,2.42,0.079,0.866,6366.0,5274.0,1.697,0.841458,13.659,1.0
12.30971679,8.20075,3.82,2.42,0.079,0.866,6366.0,5274.0,1.697,0.841458,13.659,1.0
54.4205407,8.20075,3.2,2.42,0.079,0.866,6781.0,5274.0,1.067,0.841458,13.659,1.0
14.32407216,8.20075,38.86,2.42,0.079,0.866,6022.0,5274.0,1.039,0.841458,15.609,2.0
27.07237655,8.20075,2.18,2.42,0.079,0.866,5936.0,5274.0,0.965,0.841458,14.556,1.0
37.5142128,8.20075,2.68,2.42,0.079,0.866,5291.0,5274.0,0.882,0.841458,15.824,1.0
55.6391882,8.20075,3.13,2.42,0.079,0.866,5949.0,5274.0,0.962,0.841458,14.755,1.0
46.6856205,8.20075,2.52,2.42,0.079,0.866,5657.0,5274.0,1.046,0.841458,13.709,1.0
34.2966363,8.20075,3.29,2.42,0.079,0.866,5490.0,5274.0,1.167,0.841458,14.965,0.0
4.59726613,8.20075,1.69,2.42,0.079,0.866,5999.0,5274.0,0.959,0.841458,15.803,1.0
9.97716876,8.20075,2.53,2.42,0.079,0.866,5557.0,5274.0,1.616,0.841458,14.943,1.0
3.02168007,8.20075,1.31,2.42,0.079,0.866,6201.0,5274.0,0.989,0.841458,14.429,1.0
30.882538697,8.20075,15.4,2.42,0.079,0.866,6014.0,5274.0,0.993,0.841458,14.857,2.0
72.4914068,8.20075,15.33,2.42,0.079,0.866,5754.0,5274.0,2.758,0.841458,13.05,2.0
4.93913074,8.20075,24.03,2.42,0.079,0.866,5956.0,5274.0,1.17,0.841458,14.832,2.0
2.240486703,8.20075,1.22,2.42,0.079,0.866,4198.0,5274.0,0.574,0.841458,15.224,1.0
105.0145774,8.20075,2.29,2.42,0.079,0.866,5868.0,5274.0,1.042,0.841458,12.9,1.0
4.88084456,8.20075,1.55,2.42,0.079,0.866,4929.0,5274.0,0.861,0.841458,14.925,1.0
10.56137217,8.20075,2.43,2.42,0.079,0.866,5610.0,5274.0,1.171,0.841458,14.581,1.0
67.6690554,8.20075,3.39,2.42,0.079,0.866,6127.0,5274.0,1.08,0.841458,15.224,1.0
3.949627144,8.20075,2.32,2.42,0.079,0.866,5155.0,5274.0,0.836,0.841458,15.623,1.0
16.00460392,8.20075,2.24,2.42,0.079,0.866,5180.0,5274.0,0.769,0.841458,15.554,1.0
3.55650737,8.20075,3.05,2.42,0.079,0.866,4951.0,5274.0,1.843,0.841458,14.118,2.0
3.148661555,8.20075,2.15,2.42,0.079,0.866,5258.0,5274.0,0.873,0.841458,15.297,1.0
0.70544824,8.20075,20.03,2.42,0.079,0.866,5717.0,5274.0,0.826,0.841458,14.351,2.0
3.295701024,8.20075,2.81,2.42,0.079,0.866,4723.0,5274.0,0.691,0.841458,14.84,1.0
9.65349016,8.20075,2.41,2.42,0.079,0.866,4723.0,5274.0,0.691,0.841458,14.84,1.0
5.315954488,8.20075,2.33,2.42,0.079,0.866,4723.0,5274.0,0.691,0.841458,14.84,1.0
10.04556377,8.20075,2.19,2.42,0.079,0.866,5632.0,5274.0,0.853,0.841458,13.024,1.0
1.499144441,8.20075,1.09,2.42,0.079,0.866,4723.0,5274.0,0.691,0.841458,14.84,1.0
5.082748362,8.20075,1.4,2.42,0.079,0.866,5430.0,5274.0,0.858,0.841458,13.984,1.0
5.00673576,8.20075,2.0,2.42,0.079,0.866,6116.0,5274.0,1.383,0.841458,13.518,2.0
9.17617167,8.20075,1.66,2.42,0.079,0.866,5903.0,5274.0,1.156,0.841458,13.797,1.0
19.7383992,8.20075,1.61,2.42,0.079,0.866,5903.0,5274.0,1.156,0.841458,13.797,1.0
41.6980186,8.20075,2.03,2.42,0.079,0.866,5997.0,5274.0,0.971,0.841458,13.956,1.0
59.6585348,8.20075,3.59,2.42,0.079,0.866,5243.0,5274.0,0.831,0.841458,15.742,1.0
52.6298542,8.20075,3.68,2.42,0.079,0.866,5339.0,5274.0,1.433,0.841458,15.004,1.0
10.290994129,8.20075,13.43,2.42,0.079,0.866,5803.0,5274.0,1.373,0.841458,14.221,1.0
14.8783945,8.20075,1.63,2.42,0.079,0.866,5822.0,5274.0,0.837,0.841458,15.534,1.0
59.6222627,8.20075,3.63,2.42,0.079,0.866,6108.0,5274.0,0.997,0.841458,15.517,1.0
4.9883873,8.20075,3.28,2.42,0.079,0.866,6418.0,5274.0,1.171,0.841458,15.447,2.0
8.19596647,8.20075,2.04,2.42,0.079,0.866,4723.0,5274.0,0.747,0.841458,15.858,1.0
15.59466045,8.20075,2.74,2.42,0.079,0.866,5900.0,5274.0,0.929,0.841458,15.43,1.0
56.35407916,8.20075,2.59,2.42,0.079,0.866,4802.0,5274.0,0.701,0.841458,13.779,1.0
36.12895451,8.20075,53.72,2.42,0.079,0.866,5921.0,5274.0,0.912,0.841458,15.6,2.0
32.50456309,8.20075,10.68,2.42,0.079,0.866,6132.0,5274.0,0.947,0.841458,15.134,2.0
1.332560589,8.20075,1.4,2.42,0.079,0.866,4489.0,5274.0,0.609,0.841458,15.036,2.0
31.56904354,8.20075,11.18,2.42,0.079,0.866,5654.0,5274.0,0.998,0.841458,15.042,0.0
9.08590495,8.20075,6.28,2.42,0.079,0.866,5931.0,5274.0,0.866,0.841458,15.549,2.0
0.784512952,8.20075,25.48,2.42,0.079,0.866,5997.0,5274.0,0.904,0.841458,15.59,2.0
0.883778461,8.20075,1.09,2.42,0.079,0.866,5975.0,5274.0,0.949,0.841458,14.063,2.0
2.465024332,8.20075,0.69,2.42,0.079,0.866,6139.0,5274.0,1.194,0.841458,8.769,1.0
15.86624787,8.20075,1.31,2.42,0.079,0.866,6099.0,5274.0,1.308,0.841458,11.049,1.0
4.288515468,8.20075,76.51,2.42,0.079,0.866,6378.0,5274.0,2.002,0.841458,13.396,2.0
3.797018259,8.20075,10.07,2.42,0.079,0.866,5167.0,5274.0,0.848,0.841458,14.741,1.0
1.340596782,8.20075,1.16,2.42,0.079,0.866,5992.0,5274.0,1.125,0.841458,11.524,1.0
17.42393582,8.20075,3.29,2.42,0.079,0.866,6018.0,5274.0,0.969,0.841458,15.601,1.0
9.8786461,8.20075,1.6,2.42,0.079,0.866,3609.0,5274.0,0.422,0.841458,13.496,1.0
44.96407458,8.20075,2.0,2.42,0.079,0.866,4827.0,5274.0,0.729,0.841458,13.054,1.0
49.7700907,8.20075,5.12,2.42,0.079,0.866,5774.0,5274.0,0.818,0.841458,15.64,1.0
12.7319385,8.20075,70.11,2.42,0.079,0.866,7238.0,5274.0,1.568,0.841458,12.087,2.0
0.520222869,8.20075,1.52,2.42,0.079,0.866,5776.0,5274.0,0.889,0.841458,15.632,2.0
5.83376197,8.20075,2.98,2.42,0.079,0.866,6213.0,5274.0,1.195,0.841458,15.776,1.0
2.42150341,8.20075,1.62,2.42,0.079,0.866,6213.0,5274.0,1.195,0.841458,15.776,1.0
14.16400071,8.20075,2.35,2.42,0.079,0.866,5440.0,5274.0,0.885,0.841458,14.48,1.0
0.840594032,8.20075,0.62,2.42,0.079,0.866,5440.0,5274.0,0.885,0.841458,14.48,0.0
6.20920207,8.20075,0.89,2.42,0.079,0.866,5440.0,5274.0,0.885,0.841458,14.48,1.0
5.48711441,8.20075,3.24,2.42,0.079,0.866,5103.0,5274.0,0.787,0.841458,15.812,1.0
8.29084167,8.20075,3.21,2.42,0.079,0.866,5103.0,5274.0,0.787,0.841458,15.812,1.0
3.20539622,8.20075,1.7,2.42,0.079,0.866,5103.0,5274.0,0.787,0.841458,15.812,1.0
16.73869035,8.20075,2.56,2.42,0.079,0.866,5103.0,5274.0,0.787,0.841458,15.812,1.0
5.093938816,8.20075,17.19,2.42,0.079,0.866,6197.0,5274.0,1.035,0.841458,14.575,2.0
13.93291548,8.20075,1.66,2.42,0.079,0.866,6026.0,5274.0,1.207,0.841458,11.538,1.0
2.36436762,8.20075,0.82,2.42,0.079,0.866,6250.0,5274.0,1.543,0.841458,11.6,1.0
20.6654374,8.20075,0.66,2.42,0.079,0.866,4830.0,5274.0,0.676,0.841458,11.759,0.0
20.31047472,8.20075,2.41,2.42,0.079,0.866,6065.0,5274.0,1.877,0.841458,11.855,1.0
69.8347983,8.20075,3.51,2.42,0.079,0.866,7732.0,5274.0,2.022,0.841458,12.02,0.0
2.53475568,8.20075,2.02,2.42,0.079,0.866,5662.0,5274.0,0.806,0.841458,15.341,1.0
2.59488443,8.20075,2.36,2.42,0.079,0.866,4748.0,5274.0,0.797,0.841458,15.72,0.0
43.3167427,8.20075,2.42,2.42,0.079,0.866,5654.0,5274.0,0.774,0.841458,15.737,1.0
19.18109525,8.20075,1.72,2.42,0.079,0.866,5214.0,5274.0,0.587,0.841458,15.73,0.0
37.590298548,8.20075,14.39,2.42,0.079,0.866,6147.0,5274.0,1.003,0.841458,14.904,2.0
31.0033072,8.20075,2.72,2.42,0.079,0.866,6090.0,5274.0,1.071,0.841458,15.898,1.0
3.351556891,8.20075,1.64,2.42,0.079,0.866,5185.0,5274.0,0.911,0.841458,14.815,2.0
2.617028373,8.20075,1.57,2.42,0.079,0.866,4831.0,5274.0,0.724,0.841458,15.835,1.0
1.876406096,8.20075,1.57,2.42,0.079,0.866,5198.0,5274.0,0.759,0.841458,15.202,2.0
6.71425632,8.20075,5.76,2.42,0.079,0.866,6093.0,5274.0,2.623,0.841458,13.488,2.0
150.2412582,8.20075,4.6,2.42,0.079,0.866,5604.0,5274.0,0.943,0.841458,14.827,1.0
53.44944498,8.20075,5.82,2.42,0.079,0.866,5919.0,5274.0,1.0,0.841458,15.287,1.0
0.466743525,8.20075,20.43,2.42,0.079,0.866,5791.0,5274.0,0.856,0.841458,15.33,2.0
1.727177258,8.20075,1.42,2.42,0.079,0.866,5394.0,5274.0,0.72,0.841458,15.935,2.0
7.24022418,8.20075,2.14,2.42,0.079,0.866,4955.0,5274.0,0.721,0.841458,15.565,1.0
4.64622383,8.20075,1.82,2.42,0.079,0.866,4955.0,5274.0,0.721,0.841458,15.565,1.0
10.29674097,8.20075,5.75,2.42,0.079,0.866,6068.0,5274.0,1.797,0.841458,15.767,1.0
5.93919041,8.20075,3.7,2.42,0.079,0.866,6068.0,5274.0,1.797,0.841458,15.767,1.0
19.74733983,8.20075,2.62,2.42,0.079,0.866,6243.0,5274.0,1.149,0.841458,12.949,1.0
30.360445359,8.20075,10.99,2.42,0.079,0.866,4939.0,5274.0,0.765,0.841458,14.388,1.0
4.4096675,8.20075,1.51,2.42,0.079,0.866,5836.0,5274.0,1.166,0.841458,13.574,1.0
4.16787814,8.20075,1.07,2.42,0.079,0.866,5251.0,5274.0,0.847,0.841458,13.293,1.0
11.79161234,8.20075,2.41,2.42,0.079,0.866,5619.0,5274.0,1.199,0.841458,14.941,1.0
20.55848388,8.20075,36.9,2.42,0.079,0.866,5578.0,5274.0,0.936,0.841458,14.792,2.0
26.964501,8.20075,2.2,2.42,0.079,0.866,5754.0,5274.0,0.905,0.841458,15.789,1.0
7.76845639,8.20075,1.35,2.42,0.079,0.866,5447.0,5274.0,0.917,0.841458,14.8,1.0
2.178154348,8.20075,22.22,2.42,0.079,0.866,5947.0,5274.0,0.881,0.841458,14.07,2.0
5.03257009,8.20075,2.53,2.42,0.079,0.866,5970.0,5274.0,0.908,0.841458,15.695,1.0
40.4286676,8.20075,2.92,2.42,0.079,0.866,5813.0,5274.0,0.833,0.841458,14.982,1.0
21.3588236,8.20075,2.52,2.42,0.079,0.866,6170.0,5274.0,0.992,0.841458,15.259,1.0
22.0459163,8.20075,3.05,2.42,0.079,0.866,5900.0,5274.0,0.951,0.841458,15.689,1.0
49.6456235,8.20075,43.41,2.42,0.079,0.866,6273.0,5274.0,1.493,0.841458,12.385,2.0
17.32670445,8.20075,2.23,2.42,0.079,0.866,4955.0,5274.0,0.721,0.841458,15.565,1.0
44.8411168,8.20075,2.75,2.42,0.079,0.866,4955.0,5274.0,0.721,0.841458,15.565,1.0
1.008917105,8.20075,1.51,2.42,0.079,0.866,5708.0,5274.0,0.795,0.841458,15.36,2.0
13.75207851,8.20075,2.81,2.42,0.079,0.866,4802.0,5274.0,0.699,0.841458,15.587,1.0
6.33855946,8.20075,3.31,2.42,0.079,0.866,6108.0,5274.0,1.03,0.841458,15.182,1.0
11.30507984,8.20075,1.4,2.42,0.079,0.866,5705.0,5274.0,0.844,0.841458,15.152,0.0
4.59489816,8.20075,1.85,2.42,0.079,0.866,6056.0,5274.0,1.381,0.841458,13.298,1.0
32.2964275,8.20075,1.9,2.42,0.079,0.866,5246.0,5274.0,0.891,0.841458,15.2,1.0
2.97041801,8.20075,1.7,2.42,0.079,0.866,5068.0,5274.0,0.743,0.841458,15.759,1.0
9.9824036,8.20075,1.17,2.42,0.079,0.866,6273.0,5274.0,1.139,0.841458,13.538,0.0
12.681733929,8.20075,7.25,2.42,0.079,0.866,4976.0,5274.0,0.701,0.841458,15.303,0.0
6.814984472,8.20075,14.18,2.42,0.079,0.866,5465.0,5274.0,0.817,0.841458,15.981,2.0
63.9354965,8.20075,2637.6,2.42,0.079,0.866,3626.0,5274.0,97.41,0.841458,10.88,2.0
83.09708021,8.20075,13.83,2.42,0.079,0.866,5286.0,5274.0,0.636,0.841458,15.678,0.0
7.891448838,8.20075,12.63,2.42,0.079,0.866,5972.0,5274.0,1.237,0.841458,13.435,1.0
0.839961456,8.20075,1.63,2.42,0.079,0.866,4932.0,5274.0,0.718,0.841458,15.929,0.0
2.578852119,8.20075,1.63,2.42,0.079,0.866,5743.0,5274.0,0.853,0.841458,15.106,1.0
9.04189129,8.20075,3.24,2.42,0.079,0.866,5237.0,5274.0,0.826,0.841458,14.88,2.0
30.22910274,8.20075,3.49,2.42,0.079,0.866,6325.0,5274.0,1.518,0.841458,13.432,1.0
0.798200403,8.20075,24.03,2.42,0.079,0.866,6258.0,5274.0,1.031,0.841458,14.613,2.0
3.479425638,8.20075,12.86,2.42,0.079,0.866,5907.0,5274.0,0.878,0.841458,14.041,2.0
2.92878704,8.20075,22.76,2.42,0.079,0.866,5955.0,5274.0,0.883,0.841458,15.148,2.0
9.80321143,8.20075,2.99,2.42,0.079,0.866,6170.0,5274.0,0.992,0.841458,15.439,1.0
24.81097206,8.20075,4.22,2.42,0.079,0.866,6086.0,5274.0,0.921,0.841458,14.373,1.0
7.136922,8.20075,1.38,2.42,0.079,0.866,6086.0,5274.0,0.921,0.841458,14.373,0.0
4.8538404,8.20075,1.72,2.42,0.079,0.866,5778.0,5274.0,0.968,0.841458,14.971,1.0
11.04605365,8.20075,1.8,2.42,0.079,0.866,6093.0,5274.0,1.025,0.841458,14.681,1.0
2.621706694,8.20075,34.68,2.42,0.079,0.866,5749.0,5274.0,0.881,0.841458,15.399,2.0
3.72020708,8.20075,0.99,2.42,0.079,0.866,5017.0,5274.0,0.797,0.841458,14.293,1.0
12.264867364,8.20075,28.29,2.42,0.079,0.866,5372.0,5274.0,2.344,0.841458,14.137,2.0
8.689301216,8.20075,2.92,2.42,0.079,0.866,5211.0,5274.0,0.895,0.841458,14.548,1.0
20.99757968,8.20075,2.97,2.42,0.079,0.866,5211.0,5274.0,0.895,0.841458,14.548,1.0
0.979442525,8.20075,1.64,2.42,0.079,0.866,5532.0,5274.0,0.745,0.841458,15.747,2.0
3.120828136,8.20075,14.16,2.42,0.079,0.866,6122.0,5274.0,0.996,0.841458,14.804,1.0
15.13590453,8.20075,2.57,2.42,0.079,0.866,6050.0,5274.0,1.572,0.841458,13.964,1.0
