id,time_mean,time_std,time_median,time_min,time_max,time_range,time_skew,time_kurtosis,mag_mean,mag_std,mag_median,mag_range,mag_brightness_var,depth_mean,depth_std,depth_max,depth_variability,frequency,log_period,duration_ratio
1024.01,351194.3232085714,860238.5071473047,0.00592,-0.00592,2458339.72276,2458339.7286799997,2.0412414521036446,2.166666666197081,3.360466666666667,4.752420060932699,0.006,10.0874,1.4142143137657563,203.33333333333334,287.55996414403984,610.0,1.4142293318559336,0.05550714099368884,1.2556511412979532,0.14010002386807063
1025.01,351222.4620288143,860310.8847461761,9.2e-05,-9.2e-05,2458545.149804,2458545.1498959996,2.0412414522570956,2.166666666531195,1.8441333333333334,2.6080029720501128,0.006,5.5384,1.4142160574344476,1412.7466336,1997.9673000334528,4238.2399008,1.4142431859435243,0.10326533135712404,0.9860454570613112,0.24789933274176756
1026.01,351534.5722284429,861071.6749052118,0.00363,-0.00363,2460720.807674,2460720.811304,2.041241452173431,2.1666666663490277,3.3046,4.673412705935567,0.006,9.9198,1.4142143393861788,304.4022391333333,431.5644137088267,913.2067174,1.4177438869619952,0.07011208826562233,1.1542070973763405,0.4862307956592512
1027.01,351434.6699295,860833.6513083457,0.001406,-0.001406,2460037.86905,2460037.870456,2.0412414523116547,2.166666666649988,3.4034333333333335,4.813184071785421,0.006,10.2163,1.4142142949135934,519.3333333333334,749.8897295528782,1558.0,1.4439468476627948,0.3045571031624753,0.5163312670268095,0.4681042675607245
1027.02,351435.1824285714,860831.2637575706,0.002913,-0.002913,2460032.53325,2460032.536163,2.0412414522387246,2.166666666491195,3.4034333333333335,4.813184071785421,0.006,10.2163,1.4142142949135934,564.6666666666666,803.098738619079,1694.0,1.4222527838590537,0.09067210699308625,1.0425262922347882,0.24617477048622916
1027.03,351434.0869098857,860831.7272389758,0.002567,-0.002567,2460032.57304,2460032.5756070004,2.0412414523027134,2.166666666630519,3.4034333333333335,4.813184071785421,0.006,10.2163,1.4142142949135934,403.3333333333333,589.4461098117641,1210.0,1.461436635896936,0.19954785648486237,0.6999529329854254,0.20433700504049906
1028.01,351221.19138857146,860311.130300296,0.00412,-0.00412,2458544.48066,2458544.48478,2.041241452313827,2.1666666666547183,2.6353,3.7268802207744747,0.006,7.9119,1.4142147841894566,80.0,113.13750087762732,240.0,1.4142187609703414,0.9841938468200697,0.006919354502551151,2.798063106509458
1029.01,351201.0317528572,860246.4524702115,0.00096,-0.00096,2458365.89313,2458365.89409,2.0412414514475934,2.166666664768627,2.2803333333333335,3.2248783267314476,0.0,6.841,1.414213562373095,2390.0,3385.100975148698,7170.0,1.416360240647991,0.027607424630350385,1.5589741048056651,0.14099111758719943
103.01,351190.61353528575,860234.9306569822,0.000586,-0.000586,2458327.25256,2458327.2531459997,2.041241452305634,2.166666666636881,3.8410666666666664,5.432092501257892,0.008,11.531199999999998,1.4142145848179044,3474.7906000000003,4915.128120533966,10424.3718,1.4145105954108328,0.2818605275188889,0.5499657395985301,0.9849145427066617
1030.01,351438.7886555572,860838.8753284953,0.000628,-0.000628,2460054.783937,2460054.7845650003,2.041241452218836,2.166666666447888,3.1902000000000004,4.511626766477919,0.006,9.576600000000001,1.4142143961124438,2426.3333333333335,6309.561888426872,7279.0,2.6004513896525094,0.08247659464763685,1.083669278814153,0.38038205451490115
1031.01,351330.56065171433,860576.8950468203,0.002852,-0.002852,2459304.837939,2459304.840791,2.0412414522945226,2.1666666666126835,3.243933333333333,4.587617131171936,0.006,9.7378,1.4142143687206694,416.6666666666667,589.6383214085412,1250.0,1.4151319713804988,0.1769090208209534,0.7522500212854353,0.6075055774991539
1032.01,351327.6145421286,860569.52079913,0.000897,-0.000897,2459283.828685,2459283.829582,2.041241452293156,2.16666666660971,3.2537000000000003,4.601429275779429,0.006,9.767100000000001,1.4142143638870912,1163.9410989333335,1647.8975931977764,3491.8232968,1.4157912240644768,0.17654212725919194,0.7531516446493115,0.6724029735061111
1033.01,351461.3516665,860886.9481210492,0.002821,-0.002821,2460195.100648,2460195.1034689997,2.0412414517626436,2.166666665454602,3.3387666666666664,4.721731643040388,0.006,10.0223,1.414214323564706,463.0,655.4415042614456,1389.0,1.4156403979728847,0.034463723355556974,1.4626378045020423,0.18420860133545203
1034.01,351539.2559699,861089.2810121513,0.002617,-0.002617,2460768.617427,2460768.620044,2.041241452308314,2.1666666666427146,3.2724666666666664,4.627969335344486,0.006,9.8234,1.414214354720543,158.76924403333334,226.35641064642337,476.3077321,1.4256943277937395,0.2746921531906496,0.5611537463845878,0.6960488747661716
1035.01,351327.9203621143,860570.6386237175,0.000437,-0.000437,2459286.872605,2459286.873042,2.041241452293776,2.166666666611059,3.3708666666666667,4.76712787419101,0.006,10.1186,1.4142143091364268,1994.1737468666668,2821.2303883640434,5982.5212406,1.4147365006669474,0.1646240200570004,0.7835067972092272,0.41081629528228536
1036.01,351434.84339917137,860833.2960321424,0.001095,-0.001095,2460037.172273,2460037.173368,2.04124145230655,2.166666666638874,3.4285,4.848633673520821,0.006,10.291500000000001,1.4142142842411611,920.3333333333334,1302.4771482423005,2761.0,1.415223268644296,0.26458377849554066,0.5774367857185498,0.781051314118836
1037.01,351333.4740051143,860586.437121584,0.003174,-0.003174,2459331.124512,2459331.127686,2.041241452316247,2.166666666659986,3.0070333333333337,4.252590144318584,0.006,9.0271,1.414214500776596,130.0,203.75034543937997,390.0,1.567310349533692,0.8315843727999396,0.08009368056053301,1.6556844862446798
1038.01,351325.5363202142,860566.1001583764,0.002025,-0.002025,2459273.371643,2459273.3736679996,2.0412414523108615,2.1666666666482604,2.9052333333333333,4.108623302545784,0.006,8.7217,1.4142145676924804,226.66666666666666,320.55640193610583,680.0,1.4142194203063494,0.310212329482099,0.5083409450149081,0.6697484193518516
1039.01,351434.22753214283,860831.1160661511,0.00071,-0.00071,2460031.2166,2460031.2173099997,2.0412414522999,2.1666666666243932,2.8494333333333333,4.059376878564272,0.6,9.148299999999999,1.4246260233839263,822.0,1173.4807738802824,2466.0,1.42759218233611,0.22623794575945252,0.6454345512591874,0.8949973134243941
104.01,351451.4688693714,860872.818931764,0.000682,-0.000682,2460150.608677,2460150.609359,2.0412414522926134,2.1666666666085295,3.287933333333333,4.649842492911872,0.006,9.8698,1.4142143472835638,1190.7237499666667,1684.1897916272683,3572.1712499,1.4144252952663585,0.2446605525668366,0.6114360477449929,1.3667014932807895
1040.01,351217.82547,860302.7783561465,0.00497,-0.00497,2458520.65674,2458520.66171,2.041241452314225,2.166666666655585,2.7951333333333337,3.952919600610274,0.007,8.3924,1.4142150406457439,113.33333333333333,160.2814532334729,340.0,1.4142481167659373,0.3913051984895619,0.4074843824588029,0.6127839408346539
1041.01,351324.7624480001,860561.6924872467,0.0004,-0.0004,2459261.801216,2459261.801616,2.0412414522719646,2.166666666563569,2.6993666666666667,3.817484093250714,0.006,8.1041,1.414214726880644,2783.3333333333335,3938.4014989144457,8350.0,1.414994550508184,0.12036707142100551,0.9194923059028026,0.3885449065470058
1042.01,351326.27350017143,860569.0514389646,0.001287,-0.001287,2459281.337956,2459281.339243,2.0412414523170206,2.166666666661672,3.239333333333333,4.581111752499483,0.006,9.724,1.4142143710123944,194.6439366666667,279.32619591616316,583.93181,1.4350624052292842,1.319118512245377,-0.12028381518403582,2.3987684709569677
1043.01,351427.0801403858,860815.4806518474,0.003745,-0.003745,2459985.770425,2459985.77417,2.041241452315017,2.1666666666573082,3.190633333333333,4.512239591993709,0.006,9.5779,1.4142143958859923,169.00000000000003,243.179078404167,507.0,1.4389294580128222,0.6936940505399125,0.1588320302067765,1.6294873247182546
1044.01,351434.26359727146,860833.5418785599,0.000793,-0.000793,2460037.194672,2460037.1954650003,2.0412414523172138,2.16666666666209,3.3343666666666665,4.715509106719608,0.006,10.0091,1.4142143255749544,1017.0,1544.342993586809,3051.0,1.5185280172928308,0.9915628905208471,0.003679735175292713,1.6281462662352308
1045.01,351329.9321607714,860575.806932934,0.000611,-0.000611,2459301.544126,2459301.544737,2.0412414523016236,2.1666666666281476,3.2102,4.539911021154489,0.006,9.6366,1.41421438575618,2530.0,3577.960451676872,7590.0,1.4142136172635857,0.2699784454608713,0.568670907659813,1.1546978112361466
1046.01,351454.41106432857,860882.7460266527,0.001123,-0.001123,2460177.867195,2460177.868318,2.041241452316753,2.1666666666610874,3.3373000000000004,4.719657464265813,0.006,10.017900000000001,1.4142143242339054,304.6666666666667,670.3474061755011,914.0,2.200265009328778,0.766721055302593,0.11536261020643267,1.3080261203462238
1047.01,351220.86898285715,860311.388457931,0.00092,-0.00092,2458544.79061,2458544.79153,2.0412414523188542,2.1666666666656633,3.4118333333333335,4.825063459571168,0.006,10.2415,1.4142142913109768,626.6666666666666,888.004687743923,1880.0,1.417028757038175,1.59675539304134,-0.20323839166211236,1.0634390917655325
1048.01,351217.06116000004,860302.1592757197,0.00075,-0.00075,2458518.376,2458518.3767500003,2.041241452318928,2.166666666665825,2.9339999999999997,4.149305484053928,0.006,8.808,1.41421454807564,443.3333333333333,626.9758158178449,1330.0,1.4142311634988984,3.2881757201104826,-0.5169550181852842,2.4595554386426413
1049.01,351338.42444224283,860597.7645603124,0.000699,-0.000699,2459363.821393,2459363.822092,2.0412414523117484,2.1666666666501913,3.6885666666666665,5.216423306144631,0.006,11.0717,1.4142141860373854,5446.711773499999,7710.695915779854,16340.1353205,1.4156607208949195,0.45860458456913894,0.33856160803798824,1.361677267388073
105.01,351298.51927955716,860500.0579987296,0.00011,-0.00011,2459084.58501,2459084.58512,2.041241452312094,2.1666666666509427,3.1664999999999996,4.47810992495718,0.006,9.5055,1.4142144086395643,3902.6742849666666,5519.288585095188,11708.0228549,1.4142324421886334,0.45773568501449813,0.33938522871151616,1.3115409035583412
1050.01,351337.6318734,860594.7095600547,0.000257,-0.000257,2459355.54563,2459355.545887,2.041241452302144,2.166666666629278,3.6753666666666667,5.197755695383237,0.006,11.0321,1.4142141905251822,5676.666666666667,8028.018992137127,17030.0,1.4142135629131756,0.267702941182612,0.5723468573062995,1.108825582378379
1051.01,351241.10084805713,860349.2388833899,0.0095323,-0.0095323,2458657.736625,2458657.7461572997,2.041241451996978,2.16666666596483,2.3759333333333332,3.3600807146389933,0.006,7.1338,1.414215065506465,70.55224416666667,101.86432047262907,211.6567325,1.4438140370417332,0.04607940522915542,1.3364931352133782,0.38096804443934706
1052.01,351192.1674752286,860236.6186573383,0.002642,-0.002642,2458332.941229,2458332.9438710003,2.041241452262912,2.1666666665438585,3.0065666666666666,4.251930178427466,0.006,9.0257,1.414214501067929,119.4719267,171.1875416358001,358.4157801,1.4328683429175844,0.10941153661500838,0.960936882535675,0.3382231829041411
1053.01,351238.08601385716,860350.5768415652,0.001553,-0.001553,2458657.999179,2458658.000732,2.0412414522954685,2.166666666614745,2.9616333333333333,4.1883848918434206,0.006,8.8909,1.4142145297673876,368.58695566666665,526.1813005111177,1105.760867,1.4275635434775729,0.1741363923292919,0.7591104572792364,0.49808110402472733
1054.01,351448.96756064286,860862.4464872791,0.019948,-0.019948,2460122.700139,2460122.720087,2.0412414521588613,2.1666666663173055,2.8120666666666665,3.976865835750001,0.006,8.4422,1.4142146354104932,171.0,242.72125631746113,513.0,1.4194225515641001,0.06448373947395648,1.1905497853187537,0.2943682706986114
1055.01,351240.4232143857,860350.8733830879,0.000867,-0.000867,2458661.062711,2458661.063578,2.0412414521166893,2.166666666225483,2.696266666666667,3.8131000348214785,0.006,8.094800000000001,1.414214729559939,399.91804943333335,566.060637139148,1199.7541483,1.4154415834474876,0.057236699819346086,1.2423254149466076,0.25347168916570745
1056.01,351190.6551763,860234.4277869419,0.001997,-0.001997,2458326.062424,2458326.064421,2.041241452297463,2.1666666666190872,3.2220999999999997,4.556740152784664,0.006,9.6723,1.4142143796855045,130.46103113333334,185.78962392031357,391.3830934,1.424100532598378,0.1883966254622523,0.7249268805041182,0.6058570589210635
1057.01,351237.8835937,860329.982578741,0.00308,-0.00308,2458607.350901,2458607.3539810004,2.0412414505775027,2.1666666628741194,3.136366666666667,4.4354949820234895,0.006,9.4151,1.4142144249790594,283.81826026666664,402.4617617514749,851.4547808,1.4180263150557495,0.019542643475653983,1.7090166909120454,0.1302342241907944
1058.01,351240.17145075713,860351.7764919573,0.004563,-0.004563,2458663.023129,2458663.027692,2.0412414522213074,2.1666666664532697,3.1260333333333334,4.420882431018596,0.007,9.3851,1.4142147442505184,317.20566030000003,451.327020051552,951.6169809,1.422821457929551,0.08985013276390393,1.0464812768344924,0.6332082263079734
1059.01,351445.4011670857,860857.2224395261,0.000382,-0.000382,2460106.337519,2460106.337901,2.041241452260273,2.166666666538113,3.2608333333333337,4.611517326819401,0.006,9.7885,1.414214360384176,6583.333333333333,9310.249350121225,19750.0,1.4142150911576545,0.10582401850921345,0.9754157508058476,0.21387034140712038
106.01,351458.29356649995,860890.8656311942,0.000127,-0.000127,2460201.638583,2460201.6387099996,2.0412414523077635,2.1666666666415146,3.4385666666666665,4.862870082803181,0.006,10.3217,1.414214280020701,2683.0,3794.389995817355,8049.0,1.4142340647847018,0.3509532328495736,0.4547507526754352,1.251850181574429
1060.01,351450.2825413286,860872.8654194751,0.001995,-0.001995,2460149.536226,2460149.538221,2.041241452316485,2.1666666666605057,3.2217333333333333,4.5562216081115094,0.006,9.6712,1.4142143798715523,167.33333333333334,274.0202548928738,502.0,1.637571244379724,0.4834273140203154,0.3156688152581577,0.18031838812957765
1061.01,351236.63835985714,860349.6385721131,0.003078,-0.003078,2458654.253249,2458654.256327,2.0412414523174305,2.1666666666625636,3.2448333333333337,4.588889922652561,0.006,9.7405,1.4142143682734276,85.78248633333334,123.3962225137095,257.347459,1.4384780365798306,1.8486577820173662,-0.266856523307916,3.095276124769611
1062.01,351454.6279266571,860882.3852877695,0.001332,-0.001332,2460177.200429,2460177.201761,2.0412414523080757,2.166666666642196,3.159333333333333,4.467974733838837,0.006,9.484,1.4142144124832783,162.33333333333331,233.2988698592049,487.0,1.4371593625823713,0.24300996418616352,0.6143759185730959,0.2624507613210566
1063.01,351234.55150338577,860340.3408416178,0.001492,-0.001492,2458629.391681,2458629.3931730003,2.041241452252142,2.1666666665204106,3.0229666666666666,4.2751232655393165,0.006,9.0749,1.4142144909104688,279.96816236666666,397.8337992395836,839.9044871,1.4209965728837106,0.09933915817096661,1.002879524663455,0.23864433718420255
1064.01,351237.8633269429,860350.1244971023,0.001185,-0.001185,2458656.668478,2458656.669663,2.041241452291548,2.1666666666062104,3.3353,4.716829038665701,0.006,10.0119,1.414214325147873,373.9837424999999,532.5357615579635,1121.9512275,1.4239543088105324,0.1551863503300511,0.8091464804813961,0.29965629171942554
1064.02,351239.84387562855,860352.5091255081,0.001696,-0.001696,2458664.490132,2458664.4918279997,2.041241452220333,2.1666666664511496,3.3353,4.716829038665701,0.006,10.0119,1.414214325147873,402.12310976666663,573.0678734218473,1206.3693293,1.4251055448028638,0.0817891574485856,1.0873042656728726,0.1791540702844492
1065.01,351236.9053131429,860349.5682686309,0.002094,-0.002094,2458654.347994,2458654.3500880003,2.041241452314882,2.1666666666570134,4.428366666666666,6.262658115280515,0.006,13.2911,1.4142139950652646,6452.6643306666665,9205.927108278698,19357.992992,1.4266861929462205,0.4628892435649138,0.33452291106138726,0.8465568446506668
1066.01,351237.93719485716,860350.569564707,0.001239,-0.001239,2458657.832537,2458657.833776,2.0412414523019353,2.166666666628826,3.9902333333333337,5.643044223545381,0.006,11.976700000000001,1.4142140953023752,4597.678289,6556.423768684476,13793.034867,1.4260292601095639,0.21709944717796772,0.6633412824316406,0.6777069695869727
1067.01,351237.5110667428,860350.3986976946,0.000501,-0.000501,2458656.987874,2458656.9883749997,2.041241452310512,2.166666666647501,4.3895333333333335,6.207739505559885,0.006,13.1746,1.414214002755012,4971.898124066666,7035.81900837853,14915.6943722,1.4151172917886983,0.31931808983280024,0.4957764773514925,0.7848582235664094
1068.01,351237.4178734286,860350.2919612465,0.001251,-0.001251,2458656.633231,2458656.634482,2.0412414523111204,2.1666666666488252,4.429566666666667,6.264355171036272,0.006,13.2947,1.4142139948308574,7064.154441333333,10005.751845856528,21192.463324,1.416411819553591,0.31442961524505697,0.50247655572492,0.6639247356118579
1069.01,351450.4740583714,860871.906453488,0.000256,-0.000256,2460147.378764,2460147.37902,2.0412414523095976,2.166666666645508,3.476433333333333,4.916421609486133,0.006,10.4353,1.4142142644720548,4340.666666666667,6139.451828300706,13022.0,1.4144029707343049,0.3358359154077689,0.47387286082055496,0.9947459814378117
107.01,351455.0553621143,860882.1262426254,0.000449,-0.000449,2460176.993334,2460176.993783,2.0412414522998064,2.1666666666241907,3.2144333333333335,4.545897855087473,0.006,9.6493,1.4142143835888563,4638.0,6559.590742360991,13914.0,1.4143145196983593,0.2531516878838159,0.5966191726177147,1.125006100955678
1070.01,351237.40197517147,860349.8681623236,0.000532,-0.000532,2458655.579241,2458655.579773,2.0412414523085642,2.1666666666432564,5.237133333333333,7.406448796075544,0.023,15.734399999999999,1.4142181083943273,14406.037227666668,20376.054375293523,43218.111683,1.4144107816243519,0.3358392313419142,0.47386857275985,1.0938183013036742
1071.01,351237.2862164429,860349.8398202771,0.000376,-0.000376,2458655.394059,2458655.394435,2.0412414523097073,2.166666666645747,3.8600999999999996,5.459007970318417,0.006,11.5863,1.4142141318407342,3388.2917798666663,4797.645148885881,10164.8753396,1.4159480530554174,0.2813412301690304,0.5507666179137846,0.5781712797531716
1072.01,351319.2023610286,860543.5217808709,0.0031236,-0.0031236,2459211.732146,2459211.7352696,2.0412414521737734,2.166666666349774,3.9035333333333333,5.520431954918825,0.006,11.7166,1.4142141192386792,3513.0064264666667,4976.877883489845,10539.0192794,1.4167004779708074,0.0778939416187556,1.1084963192704629,0.766975864850397
1073.01,351291.7527449,860483.1787027312,0.001293,-0.001293,2459036.472812,2459036.474105,2.0412414523083156,2.1666666666427172,4.556633333333333,6.444054520943231,0.006,13.6759,1.4142139710480468,10503.633496866667,14879.000249665256,31510.9004906,1.4165574469162316,0.25491985115943666,0.5935963437644854,0.4776180115762163
1074.01,351240.0496901572,860351.6749705251,0.003188,-0.003188,2458662.652685,2458662.655873,2.041241452190011,2.1666666663851277,3.5446333333333335,5.012870927478141,0.006,10.6399,1.414214237714707,338.465181,484.0164322817373,1015.395543,1.430033159841447,0.07172124276704715,1.1443521937027896,0.2691178692364675
1075.01,351236.55637527147,860349.6705127759,0.000554,-0.000554,2458654.249503,2458654.250057,2.0412414523184896,2.1666666666648684,3.7062000000000004,5.241361421106798,0.007,11.1256,1.4142144031910844,342.56111596666665,487.30522695548433,1027.6833479,1.4225351455326944,1.6536053889015296,-0.21843187893513918,1.7203857464507013
1076.01,351237.04716412857,860349.4349399381,0.000119,-0.000119,2458654.163257,2458654.1633760002,2.0412414523119504,2.1666666666506336,3.7491333333333334,5.3020774704093325,0.006,11.253400000000001,1.4142141660497534,4973.8007312,7034.334778015542,14921.4021936,1.41427756321038,0.3922243714810365,0.4064654242559861,1.0265809279879583
1077.01,351236.8093055429,860349.5073385463,0.000206,-0.000206,2458654.102739,2458654.1029450004,2.0412414523157647,2.166666666658937,4.487,6.345578145449003,0.006,13.467,1.4142139838308452,5575.100644433333,7886.357833615457,16725.3019333,1.4145677964558154,0.6225606129681991,0.20581835893724965,1.2178098031257898
